Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
Landing Page Submission,Google,0,1.0,302,1.0,Converted to Lead,Human Resource Management,Unknown,Interested in other courses,Modified
Landing Page Submission,Google,0,6.0,32,6.0,Page Visited on Website,Human Resource Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,1226,1.0,Converted to Lead,Human Resource Management,Unemployed,switched off,Modified
Landing Page Submission,Google,0,4.0,144,4.0,Email Opened,Operations Management,Unknown,Unknown,Email Opened
API,Organic Search,1,2.0,631,1.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Direct Traffic,1,1.0,891,1.0,Converted to Lead,Operations Management,Student,Lost to EINS,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Google,0,3.0,235,3.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,2.0,453,2.0,Email Link Clicked,Services Excellence,Unknown,Unknown,Modified
API,Referral Sites,0,3.0,60,1.5,Page Visited on Website,Unknown,Unemployed,Interested in other courses,Page Visited on Website
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Closed by Horizzon,Modified
API,Organic Search,0,9.0,96,4.5,Page Visited on Website,Unknown,Unemployed,Interested in other courses,Modified
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Referral Sites,1,11.0,825,11.0,Olark Chat Conversation,Finance Management,Working Professional,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Direct Traffic,0,11.0,10,5.5,Page Visited on Website,Unknown,Unemployed,Unknown,Page Visited on Website
Lead Add Form,Reference,1,0.0,1704,0.0,Email Opened,Unknown,Unemployed,Will revert after reading the email,Modified
API,Organic Search,1,3.0,1154,1.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
Lead Add Form,Reference,1,0.0,1262,0.0,Email Opened,Operations Management,Unemployed,Will revert after reading the email,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Referral Sites,1,6.0,104,3.0,Email Opened,Human Resource Management,Unemployed,Unknown,Email Opened
API,Google,0,3.0,331,3.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,5.0,294,2.5,Email Opened,Healthcare Management,Unemployed,switched off,Email Opened
API,Organic Search,0,5.0,345,5.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,0,2.0,172,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,4.0,228,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Organic Search,0,5.0,26,5.0,Email Opened,Hospitality Management,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Referral Sites,0,4.0,436,4.0,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
Landing Page Submission,google,0,5.0,1008,5.0,Page Visited on Website,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Referral Sites,0,17.0,71,3.4,Unreachable,Unknown,Unemployed,Ringing,Modified
Landing Page Submission,Google,0,8.0,43,8.0,Olark Chat Conversation,Human Resource Management,Unemployed,Interested  in full time MBA,Modified
Landing Page Submission,Google,0,4.0,294,4.0,Email Opened,E-Business,Unemployed,Interested in other courses,Email Opened
API,Organic Search,0,2.0,1528,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Referral Sites,0,1.0,213,1.0,Converted to Lead,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Organic Search,1,4.0,31,1.33,Email Opened,Operations Management,Working Professional,Will revert after reading the email,Email Opened
API,Google,0,3.0,389,3.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,4.0,97,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,13.0,194,13.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,526,2.0,Form Submitted on Website,Human Resource Management,Unemployed,Will revert after reading the email,Modified
API,Google,0,10.0,11,10.0,View in browser link Clicked,Unknown,Unknown,Unknown,Modified
API,Organic Search,0,5.0,297,2.5,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
Landing Page Submission,Direct Traffic,0,4.0,174,4.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,4.0,12,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,Modified
Landing Page Submission,Direct Traffic,1,5.0,254,1.25,Email Opened,Finance Management,Unemployed,Lost to EINS,Email Opened
Lead Add Form,Reference,1,0.0,803,0.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,4.0,595,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Modified
API,Referral Sites,0,7.0,250,2.33,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,11.0,1189,11.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,0,5.0,73,5.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,491,3.0,Email Opened,E-Business,Working Professional,Interested in other courses,Modified
API,Google,1,7.0,1281,1.75,Email Bounced,Unknown,Unemployed,Will revert after reading the email,Email Bounced
API,Organic Search,1,3.0,117,3.0,Olark Chat Conversation,Unknown,Unemployed,Will revert after reading the email,Modified
API,Google,0,5.0,1493,1.67,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,5.0,263,2.5,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Google,0,7.0,207,3.5,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,67,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,Modified
API,Referral Sites,0,6.0,866,3.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,6.0,419,6.0,Unreachable,Supply Chain Management,Unemployed,switched off,Modified
API,Organic Search,0,11.0,188,5.5,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
API,Google,0,2.0,362,2.0,Email Link Clicked,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Google,0,3.0,199,3.0,Form Submitted on Website,Human Resource Management,Unemployed,Graduation in progress,Modified
API,Google,1,10.0,556,5.0,Olark Chat Conversation,Finance Management,Unemployed,Will revert after reading the email,Modified
API,Referral Sites,1,5.0,1536,5.0,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,Email Opened
API,Google,1,4.0,1088,4.0,Page Visited on Website,Supply Chain Management,Working Professional,Will revert after reading the email,Modified
Landing Page Submission,Referral Sites,1,6.0,863,6.0,Email Opened,Operations Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,1410,4.0,Email Bounced,Marketing Management,Unemployed,Interested in other courses,Modified
API,Organic Search,0,8.0,76,8.0,Email Bounced,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,6.0,209,3.0,Page Visited on Website,Healthcare Management,Unemployed,Ringing,Modified
Landing Page Submission,Google,0,5.0,58,5.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
API,Google,0,6.0,90,2.0,Page Visited on Website,Unknown,Unemployed,Interested in other courses,Modified
API,Organic Search,1,7.0,950,2.33,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,Interested in other courses,Modified
Landing Page Submission,Google,0,8.0,149,2.0,Olark Chat Conversation,Finance Management,Unknown,Unknown,Olark Chat Conversation
Landing Page Submission,Direct Traffic,0,4.0,3,4.0,Olark Chat Conversation,International Business,Unemployed,Interested  in full time MBA,Modified
Landing Page Submission,Direct Traffic,1,7.0,901,7.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Referral Sites,0,6.0,110,3.0,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Email Opened
API,Google,0,3.0,445,3.0,Email Link Clicked,Unknown,Unemployed,Ringing,Modified
Landing Page Submission,Google,0,7.0,1939,2.33,Email Opened,Media and Advertising,Unemployed,Busy,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Diploma holder (Not Eligible),Modified
API,Google,0,3.0,199,1.5,Email Opened,"Banking, Investment And Insurance",Unemployed,Diploma holder (Not Eligible),Modified
API,Direct Traffic,0,1.0,633,1.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Google,0,4.0,457,2.0,Email Opened,Unknown,Unknown,Unknown,Modified
API,Referral Sites,0,4.0,86,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,7.0,57,2.33,Email Opened,Business Administration,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Ringing,Modified
Landing Page Submission,Organic Search,1,21.0,1113,2.63,Email Opened,Operations Management,Unemployed,Will revert after reading the email,Email Opened
API,Referral Sites,0,4.0,237,4.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,2.0,43,2.0,Form Submitted on Website,Finance Management,Unemployed,Interested in other courses,Modified
Lead Add Form,Reference,1,0.0,43,0.0,Email Opened,Media and Advertising,Unemployed,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,invalid number,Modified
Lead Add Form,Google,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Organic Search,0,2.0,1366,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Link Clicked,Human Resource Management,Unemployed,Closed by Horizzon,Email Link Clicked
API,Organic Search,0,3.0,124,3.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Google,0,2.0,135,2.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Referral Sites,1,5.0,1216,2.5,Email Opened,International Business,Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,35,3.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
API,Olark Chat,1,0.0,0,0.0,Unreachable,Finance Management,Unemployed,Will revert after reading the email,Unreachable
Landing Page Submission,Google,0,4.0,157,4.0,Email Opened,Operations Management,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Referral Sites,0,3.0,170,1.5,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Organic Search,0,4.0,71,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,5.0,811,5.0,Email Opened,Operations Management,Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,972,0.0,Email Opened,Healthcare Management,Working Professional,Will revert after reading the email,Modified
API,Referral Sites,0,10.0,278,5.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Referral Sites,0,5.0,809,5.0,Page Visited on Website,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
Lead Add Form,Reference,1,0.0,781,0.0,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Google,1,4.0,1226,4.0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,5.0,1469,2.5,Email Link Clicked,Rural and Agribusiness,Unknown,Unknown,Email Link Clicked
API,Referral Sites,0,5.0,253,1.67,Email Opened,Unknown,Unknown,Unknown,Email Opened
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Organic Search,1,4.0,1378,4.0,Had a Phone Conversation,Human Resource Management,Unemployed,Will revert after reading the email,Modified
API,Referral Sites,0,10.0,66,10.0,Email Opened,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Google,0,4.0,372,4.0,Page Visited on Website,Human Resource Management,Unknown,Unknown,Modified
API,Organic Search,1,3.0,1636,1.5,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
API,Google,0,2.0,376,2.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,1.0,214,1.0,Converted to Lead,Supply Chain Management,Unemployed,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,8.0,93,8.0,Email Opened,E-COMMERCE,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,365,3.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,6.0,274,2.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Referral Sites,0,4.0,179,4.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,15.0,753,15.0,Unreachable,"Banking, Investment And Insurance",Unemployed,Ringing,Modified
Landing Page Submission,Direct Traffic,0,3.0,1346,3.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
API,Google,0,7.0,277,3.5,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,0,2.0,90,2.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Google,1,9.0,1289,2.25,Email Opened,IT Projects Management,Working Professional,Closed by Horizzon,Email Opened
API,Referral Sites,0,8.0,246,2.67,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,11.0,116,3.67,Page Visited on Website,Marketing Management,Unknown,Unknown,Page Visited on Website
